"","school","sex","address","famsize","Pstatus","schoolsup","famsup","paid","activities","nursery","higher","internet","romantic","bin_Mjob_at_home","bin_Mjob_health","bin_Mjob_other","bin_Mjob_services","bin_Mjob_teacher","bin_Fjob_teacher","bin_Fjob_other","bin_Fjob_services","bin_Fjob_health","bin_Fjob_at_home","bin_reason_course","bin_reason_other","bin_reason_home","bin_reason_reputation","bin_guardian_mother","bin_guardian_father","bin_guardian_other","age","Medu","Fedu","traveltime","studytime","famrel","freetime","goout","Dalc","Walc","health","absences","failures","G2","G1","G3","result"
"121","GP","F","U","GT3","T","no","no","no","no","no","yes","yes","no","yes","no","no","no","no","no","no","yes","no","no","yes","no","no","no","yes","no","no",15,1,2,1,2,3,2,3,1,2,1,0,0,14,14,14,"pass"
"122","GP","M","U","GT3","T","no","yes","no","yes","yes","yes","yes","no","no","no","no","yes","no","no","no","yes","no","no","no","no","yes","no","no","yes","no",15,2,2,1,4,5,5,4,1,2,5,6,0,13,14,13,"pass"
"123","GP","F","U","LE3","T","no","yes","no","yes","yes","yes","yes","yes","no","no","yes","no","no","no","no","no","yes","no","yes","no","no","no","no","yes","no",16,2,4,2,2,4,2,2,1,2,5,2,0,12,14,13,"pass"
"124","GP","M","U","GT3","T","no","yes","no","yes","yes","yes","yes","no","no","yes","no","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no",16,4,4,1,1,3,4,4,1,4,5,4,0,13,12,13,"pass"
"125","GP","F","U","GT3","T","no","no","no","no","yes","yes","yes","yes","no","no","yes","no","no","no","yes","no","no","no","no","no","yes","no","yes","no","no",16,2,2,1,2,5,4,4,1,1,5,0,0,11,12,11,"pass"
"126","GP","M","U","GT3","T","yes","no","no","no","yes","yes","yes","no","no","no","no","yes","no","no","no","yes","no","no","no","no","yes","no","no","yes","no",15,3,4,1,1,5,5,5,3,2,5,2,0,9,9,9,"fail"
"127","GP","F","U","LE3","A","yes","no","no","yes","yes","yes","yes","yes","no","no","yes","no","no","no","yes","no","no","no","no","no","yes","no","yes","no","no",15,3,4,1,2,5,3,2,1,1,1,0,0,11,10,11,"pass"
"128","GP","F","U","GT3","T","no","yes","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","yes",19,0,1,1,2,3,4,2,1,1,5,0,2,10,9,11,"pass"
"129","GP","M","R","GT3","T","no","no","no","yes","yes","yes","yes","no","no","no","no","no","yes","yes","no","no","no","no","yes","no","no","no","yes","no","no",16,4,4,1,1,3,5,5,2,5,4,8,0,14,14,15,"pass"
"130","GP","M","U","GT3","T","no","yes","no","no","no","yes","yes","yes","no","no","yes","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no",16,2,3,2,3,3,2,3,2,2,1,4,0,12,13,13,"pass"
"131","GP","F","R","GT3","T","no","yes","no","no","yes","yes","yes","yes","no","no","no","yes","no","yes","no","no","no","no","yes","no","no","no","no","yes","no",15,3,4,2,3,4,2,2,2,2,5,0,0,11,10,12,"pass"
"132","GP","F","U","GT3","T","no","yes","no","yes","yes","no","yes","yes","no","no","no","yes","no","no","yes","no","no","no","no","no","no","yes","yes","no","no",18,2,1,1,2,5,4,5,1,3,5,10,3,9,10,8,"fail"
"133","GP","F","U","LE3","A","no","yes","no","no","yes","yes","yes","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no",17,2,1,3,1,3,2,2,1,2,5,8,0,10,11,11,"pass"
"134","GP","F","U","GT3","T","no","yes","no","yes","no","yes","yes","yes","yes","no","no","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no",15,1,1,3,1,4,3,3,1,2,4,6,0,12,11,13,"pass"
"135","GP","F","U","LE3","T","no","yes","no","no","yes","yes","yes","yes","no","no","yes","no","no","no","yes","no","no","no","yes","no","no","no","no","yes","no",17,2,2,1,1,3,4,4,1,3,5,2,0,12,13,12,"pass"
"136","GP","F","U","GT3","A","no","no","no","no","yes","yes","yes","no","no","no","no","yes","no","no","yes","no","no","no","yes","no","no","no","no","yes","no",16,3,4,1,1,3,2,1,1,4,5,12,0,13,15,14,"pass"
"137","GP","M","U","GT3","T","no","no","no","no","yes","yes","no","no","yes","no","no","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no",16,2,1,4,1,3,2,1,1,1,2,4,0,9,9,11,"pass"
"138","GP","F","U","GT3","A","no","no","no","no","yes","yes","no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","yes","no","yes","no","no",16,2,2,1,1,5,3,4,1,1,5,12,1,11,13,11,"pass"
"139","GP","M","R","GT3","T","no","yes","no","no","yes","yes","no","yes","yes","no","no","no","no","yes","no","no","no","no","yes","no","no","no","yes","no","no",15,3,4,4,2,5,3,3,1,1,5,2,0,11,12,11,"pass"
"140","GP","F","U","GT3","T","no","yes","no","yes","yes","yes","yes","yes","no","no","no","yes","no","no","no","no","no","yes","yes","no","no","no","yes","no","no",15,4,4,1,3,4,3,3,1,1,5,4,0,14,13,15,"pass"
"141","GP","M","R","GT3","T","no","no","no","no","yes","yes","no","no","yes","no","no","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no",17,3,4,3,2,5,4,5,2,4,5,2,0,9,10,10,"pass"
"142","GP","F","R","GT3","T","no","yes","no","no","yes","yes","no","no","yes","no","no","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no",16,1,1,4,2,5,1,3,1,1,3,0,0,13,14,13,"pass"
"143","GP","M","U","LE3","T","no","no","no","yes","yes","yes","yes","yes","no","no","no","yes","no","no","no","yes","no","no","yes","no","no","no","yes","no","no",18,3,1,2,1,3,3,4,4,5,4,2,0,11,11,12,"pass"
"144","GP","F","U","GT3","A","no","yes","no","yes","no","yes","yes","yes","no","no","yes","no","no","no","no","yes","no","no","yes","no","no","no","no","no","yes",18,3,2,1,3,4,3,3,5,1,5,10,0,11,12,11,"pass"
"145","GP","F","R","GT3","T","no","yes","no","yes","yes","yes","no","yes","no","no","yes","no","no","no","no","yes","no","no","no","no","no","yes","yes","no","no",16,1,1,2,1,3,3,3,1,2,1,8,0,11,12,11,"pass"
"146","GP","F","U","GT3","A","no","yes","no","yes","no","yes","yes","yes","no","no","yes","no","no","no","yes","no","no","no","yes","no","no","no","no","no","yes",16,3,3,2,1,4,3,2,1,1,5,4,0,9,9,10,"pass"
"147","GP","M","U","LE3","T","no","no","no","no","yes","yes","no","yes","no","no","no","yes","no","no","yes","no","no","no","yes","no","no","no","yes","no","no",16,1,1,1,2,4,4,4,1,3,5,0,2,10,10,10,"pass"
"148","GP","F","U","GT3","T","no","no","no","yes","yes","yes","yes","no","no","no","no","no","yes","yes","no","no","no","no","yes","no","no","no","yes","no","no",15,4,4,2,1,4,3,2,1,1,5,6,0,14,13,14,"pass"
"149","GP","F","R","GT3","T","no","no","no","yes","yes","yes","yes","yes","no","no","yes","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no",15,1,1,3,1,5,5,5,1,1,1,2,1,9,8,9,"fail"
"150","GP","M","U","GT3","T","yes","yes","no","no","yes","yes","yes","no","no","no","no","no","yes","no","no","yes","no","no","yes","no","no","no","no","yes","no",15,4,3,2,4,2,2,2,1,1,3,6,0,11,9,11,"pass"
"151","GP","F","U","GT3","A","no","no","no","no","no","yes","no","yes","no","no","no","yes","no","no","no","yes","no","no","no","no","yes","no","yes","no","no",15,3,3,1,2,1,3,2,2,3,1,24,0,8,9,9,"fail"
"152","GP","M","U","GT3","T","no","yes","no","yes","yes","yes","yes","no","no","no","no","yes","no","no","no","yes","no","no","yes","no","no","no","yes","no","no",16,4,4,1,3,5,3,3,1,3,5,0,0,13,15,13,"pass"
"153","GP","M","U","LE3","T","no","yes","no","yes","yes","yes","yes","no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","yes","no","yes","no",16,2,2,2,1,2,3,3,2,2,2,4,0,11,12,11,"pass"
"154","GP","F","U","GT3","T","no","yes","no","yes","yes","yes","yes","no","no","no","no","no","yes","no","no","yes","no","no","yes","no","no","no","yes","no","no",15,4,4,1,3,4,2,2,1,1,5,2,0,13,13,13,"pass"
"155","GP","F","U","LE3","T","no","no","no","no","yes","yes","yes","no","yes","no","no","no","no","no","no","no","no","yes","yes","no","no","no","yes","no","no",16,1,1,1,1,3,4,4,3,3,1,4,0,11,10,11,"pass"
"156","GP","M","U","GT3","T","no","yes","no","no","yes","yes","yes","no","no","no","yes","no","no","no","yes","no","no","no","no","no","yes","no","yes","no","no",17,2,1,1,1,5,4,5,1,2,5,22,0,7,9,6,"fail"
"157","GP","F","U","GT3","T","no","yes","no","no","yes","yes","yes","no","no","no","yes","no","no","no","no","yes","no","no","yes","no","no","no","no","yes","no",15,1,1,1,2,4,4,2,1,2,5,0,0,12,12,12,"pass"
"158","GP","F","U","LE3","A","no","yes","no","yes","yes","no","yes","yes","yes","no","no","no","no","no","yes","no","no","no","no","no","yes","no","yes","no","no",15,2,1,2,1,4,4,2,1,1,5,0,0,10,11,10,"pass"
"159","GP","F","U","GT3","T","no","yes","no","no","yes","yes","yes","no","no","yes","no","no","no","no","no","yes","no","no","no","no","yes","no","no","yes","no",15,3,2,1,2,3,3,2,1,1,3,2,1,11,11,11,"pass"
"160","GP","F","U","GT3","T","no","yes","no","no","no","yes","yes","no","yes","no","no","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no",15,1,2,1,2,4,3,2,1,1,5,6,0,12,13,13,"pass"
"161","GP","F","U","GT3","T","no","no","no","no","no","yes","no","yes","yes","no","no","no","no","no","no","yes","no","no","yes","no","no","no","no","yes","no",15,1,2,1,2,2,3,4,2,4,1,6,0,11,11,11,"pass"
"162","GP","M","U","GT3","T","no","yes","no","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","no","no","no","yes","no","no","no","yes","no","no",16,4,4,1,1,3,3,2,2,1,5,16,0,9,9,8,"fail"
"163","GP","M","U","LE3","A","no","no","no","no","yes","yes","yes","no","no","no","no","yes","no","no","yes","no","no","no","yes","no","no","no","yes","no","no",15,2,1,4,1,4,5,5,2,5,5,0,0,11,12,11,"pass"
"165","GP","M","U","LE3","T","no","no","no","yes","yes","yes","no","yes","yes","no","no","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no",16,2,1,1,1,4,4,4,3,5,5,6,1,10,9,10,"pass"
"166","GP","F","R","GT3","T","no","yes","yes","yes","yes","yes","yes","yes","no","no","no","yes","no","no","no","yes","no","no","no","no","no","yes","no","no","yes",15,3,3,2,3,4,2,1,2,3,3,2,0,13,13,13,"pass"
"167","GP","M","U","GT3","T","no","yes","no","no","yes","no","yes","yes","no","no","no","yes","no","no","no","no","no","yes","no","no","yes","no","yes","no","no",19,3,2,1,1,4,5,4,1,1,4,6,0,9,11,11,"pass"
"168","GP","F","U","GT3","T","yes","yes","no","no","yes","yes","no","yes","no","no","yes","no","no","yes","no","no","no","no","yes","no","no","no","yes","no","no",17,4,4,1,1,4,2,1,1,1,4,0,0,13,13,13,"pass"
"169","GP","M","R","GT3","T","yes","no","yes","yes","yes","yes","no","no","yes","no","no","no","no","no","no","yes","no","no","yes","no","no","no","yes","no","no",15,2,3,1,2,4,4,4,1,1,1,0,0,8,7,8,"fail"
"170","GP","M","R","LE3","T","no","no","no","no","yes","yes","no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","yes","yes","no","no",17,1,2,1,1,2,2,2,3,3,5,14,3,8,9,10,"pass"
"171","GP","F","R","GT3","T","no","yes","no","yes","no","yes","no","no","yes","no","no","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no",18,1,1,3,1,5,2,5,1,5,4,6,3,10,11,11,"pass"
"172","GP","M","R","GT3","T","no","no","no","no","no","yes","no","no","yes","no","no","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no",16,2,2,3,1,4,2,2,1,2,3,4,0,10,12,11,"pass"
"173","GP","M","U","GT3","T","no","yes","no","no","yes","yes","yes","yes","no","no","yes","no","no","no","no","yes","no","no","yes","no","no","no","no","yes","no",16,3,3,1,2,4,5,5,4,4,5,0,1,10,10,1,"fail"
"174","GP","M","U","LE3","T","no","no","no","no","no","yes","yes","no","no","yes","no","no","no","no","no","yes","no","no","yes","no","no","no","yes","no","no",16,1,2,2,1,4,4,5,3,5,5,0,2,8,9,10,"pass"
"175","GP","M","R","LE3","T","no","no","yes","yes","yes","no","yes","yes","yes","no","no","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no",17,2,1,2,1,3,3,2,2,2,5,8,1,8,8,9,"fail"
"176","GP","M","R","GT3","T","yes","yes","no","no","yes","yes","yes","yes","no","no","yes","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no",17,3,2,2,2,4,4,4,1,4,3,4,2,6,7,8,"fail"
"177","GP","M","U","LE3","T","no","no","no","yes","yes","yes","no","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no",15,1,2,2,1,4,4,4,2,4,5,2,0,9,8,10,"pass"
"178","GP","M","U","GT3","T","no","no","no","no","yes","no","yes","no","yes","no","no","no","no","no","no","yes","no","no","yes","no","no","no","no","yes","no",16,1,3,1,1,5,3,3,1,4,2,2,1,8,9,8,"fail"
"179","GP","M","R","LE3","T","no","no","no","yes","yes","no","no","yes","no","no","yes","no","no","no","no","yes","no","no","yes","no","no","no","yes","no","no",17,1,1,4,2,5,3,5,1,5,5,0,0,8,8,8,"fail"
"180","GP","M","U","GT3","T","no","yes","no","yes","no","no","no","no","no","no","no","yes","no","no","no","yes","no","no","yes","no","no","no","yes","no","no",17,3,2,2,1,4,5,2,1,1,2,10,3,7,8,8,"fail"
"181","GP","M","U","GT3","T","no","no","no","no","yes","no","yes","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no","no","no","yes","no",16,2,2,1,2,4,3,5,2,4,4,0,0,10,9,11,"pass"
"182","GP","F","U","GT3","T","no","no","no","no","yes","yes","yes","yes","no","yes","no","no","no","no","no","yes","no","no","no","no","yes","no","no","yes","no",16,4,2,1,2,4,2,3,1,1,3,0,0,17,17,18,"pass"
"183","GP","F","U","GT3","T","no","yes","no","no","no","yes","yes","no","no","no","yes","no","no","no","yes","no","no","no","no","no","yes","no","yes","no","no",16,2,2,1,2,5,1,5,1,1,4,0,0,12,12,13,"pass"
"184","GP","F","U","GT3","T","no","yes","no","no","yes","yes","yes","yes","no","yes","no","no","no","no","no","no","yes","no","no","no","no","yes","yes","no","no",16,4,4,1,2,4,4,2,1,1,3,0,0,16,16,17,"pass"
"185","GP","M","U","GT3","T","no","yes","no","yes","no","yes","yes","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no","no","no","yes","no",16,3,4,3,1,3,4,5,2,4,2,4,1,9,9,10,"pass"
"186","GP","M","U","GT3","T","no","yes","no","yes","yes","yes","yes","yes","no","no","yes","no","no","no","yes","no","no","no","no","no","no","yes","yes","no","no",16,1,0,2,2,4,3,2,1,1,3,0,0,17,16,18,"pass"
"187","GP","M","U","LE3","T","no","yes","no","yes","yes","yes","yes","no","no","no","no","no","yes","no","yes","no","no","no","no","no","no","yes","yes","no","no",17,4,4,1,2,4,4,4,1,3,5,0,0,9,11,10,"pass"
"188","GP","F","U","GT3","T","no","no","no","yes","no","yes","yes","yes","yes","no","no","no","no","no","no","yes","no","no","no","no","yes","no","yes","no","no",16,1,3,1,2,4,3,5,1,1,3,0,0,13,14,13,"pass"
"189","GP","F","U","LE3","T","no","yes","no","yes","yes","yes","yes","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","yes","yes","no","no",16,3,3,2,2,4,4,5,1,1,4,0,0,14,14,15,"pass"
"190","GP","M","U","LE3","T","no","no","no","yes","yes","yes","yes","no","no","no","no","no","yes","no","yes","no","no","no","yes","no","no","no","yes","no","no",17,4,3,2,2,4,4,4,4,4,4,0,0,11,10,11,"pass"
"191","GP","F","U","GT3","T","no","no","no","yes","no","yes","yes","no","no","no","no","yes","no","no","yes","no","no","no","no","no","no","yes","yes","no","no",16,2,2,2,2,3,4,4,1,4,5,0,0,12,13,14,"pass"
"192","GP","M","U","GT3","T","no","no","no","yes","no","yes","yes","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","yes","no","yes","no",17,3,3,1,2,4,3,4,1,4,4,4,0,9,11,10,"pass"
"193","GP","M","R","GT3","T","no","yes","no","yes","yes","yes","yes","yes","no","no","no","no","yes","no","no","yes","no","no","no","yes","no","no","yes","no","no",16,4,2,1,1,4,3,3,3,4,3,8,0,9,10,11,"pass"
"194","GP","M","U","GT3","T","no","yes","yes","yes","yes","yes","yes","yes","no","no","yes","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no",17,4,3,1,2,5,2,3,1,1,2,4,0,11,11,13,"pass"
"195","GP","M","U","GT3","T","no","yes","yes","yes","yes","yes","yes","no","no","no","no","no","yes","no","yes","no","no","no","no","no","yes","no","yes","no","no",16,4,3,1,2,3,4,3,2,3,3,4,0,10,11,11,"pass"
"196","GP","M","U","GT3","T","no","no","no","yes","yes","yes","yes","yes","no","no","no","yes","no","no","yes","no","no","no","no","no","yes","no","yes","no","no",16,3,3,1,2,4,2,3,1,2,3,0,0,12,11,13,"pass"
"197","GP","F","U","GT3","T","no","yes","no","yes","yes","yes","no","no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","yes","no","yes","no",17,2,4,1,2,5,4,2,2,3,5,0,0,18,17,17,"pass"
"198","GP","F","U","LE3","T","no","yes","no","yes","yes","yes","yes","yes","no","no","yes","no","no","no","yes","no","no","no","no","no","no","yes","yes","no","no",17,3,3,1,2,5,3,3,2,3,1,32,0,13,14,14,"pass"
"199","GP","F","U","GT3","T","no","yes","no","no","yes","yes","yes","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","yes","yes","no","no",16,3,2,1,2,1,2,2,1,2,1,8,0,15,14,16,"pass"
"200","GP","M","U","GT3","T","no","yes","no","yes","yes","yes","yes","yes","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no","yes","no","no",17,3,3,1,2,4,3,4,2,3,4,6,0,13,11,14,"pass"
"201","GP","M","U","GT3","T","no","yes","no","yes","yes","yes","yes","yes","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no","yes","no","no",16,1,2,1,1,3,3,3,1,2,3,0,0,9,10,11,"pass"
"202","GP","M","U","LE3","T","no","no","no","yes","yes","yes","yes","yes","no","no","yes","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no",16,2,1,1,2,4,2,3,1,2,5,0,0,14,13,16,"pass"
"203","GP","F","U","GT3","A","no","yes","no","no","no","yes","yes","yes","no","yes","no","no","no","no","yes","no","no","no","no","no","no","yes","yes","no","no",17,3,3,1,2,3,3,3,1,3,3,10,0,13,12,14,"pass"
"204","GP","M","R","GT3","T","no","no","no","no","yes","yes","no","no","yes","no","no","no","no","no","yes","no","no","no","no","no","yes","no","yes","no","no",17,1,2,1,2,3,1,3,1,5,3,6,0,9,9,10,"pass"
"205","GP","F","U","GT3","T","no","no","no","no","yes","yes","yes","no","no","no","no","yes","no","no","no","yes","no","no","yes","no","no","no","yes","no","no",16,2,3,1,2,4,3,3,1,1,2,6,0,12,12,13,"pass"
"206","GP","F","U","GT3","T","no","no","no","yes","yes","yes","yes","no","yes","no","no","no","no","no","no","yes","no","no","yes","no","no","no","yes","no","no",17,1,1,1,2,5,3,3,1,1,3,0,0,11,12,12,"pass"
"207","GP","M","U","GT3","T","no","no","no","yes","no","yes","yes","no","yes","no","no","no","no","no","no","yes","no","no","no","yes","no","no","no","no","yes",17,1,2,2,2,4,4,4,4,5,5,16,0,11,10,12,"pass"
"208","GP","M","R","GT3","T","no","yes","no","yes","yes","yes","yes","no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","yes","yes","no","no",16,3,3,1,1,4,3,2,3,4,5,0,0,10,11,10,"pass"
"209","GP","M","U","GT3","T","no","no","no","no","yes","yes","yes","no","no","no","yes","no","no","no","yes","no","no","no","no","no","yes","no","no","yes","no",16,2,3,2,1,5,3,3,1,1,3,0,0,12,13,12,"pass"
"210","GP","F","U","LE3","T","no","no","no","yes","yes","yes","yes","yes","no","no","no","yes","no","no","no","yes","no","no","yes","no","no","no","no","yes","no",17,2,4,1,2,4,3,2,1,1,5,8,0,15,14,16,"pass"
"211","GP","M","U","GT3","T","no","no","no","no","yes","yes","yes","no","no","no","no","yes","no","yes","no","no","no","no","no","no","yes","no","yes","no","no",17,4,4,1,1,5,2,3,1,2,5,4,0,13,13,14,"pass"
"212","GP","M","R","LE3","T","no","yes","no","yes","yes","yes","yes","no","no","no","no","no","yes","no","yes","no","no","no","no","no","yes","no","no","yes","no",16,3,3,3,1,3,3,4,3,5,3,16,0,11,10,12,"pass"
"213","GP","F","U","GT3","T","no","yes","no","no","yes","yes","yes","no","no","no","no","yes","no","yes","no","no","no","no","no","no","yes","no","yes","no","no",17,4,4,2,1,4,2,4,2,3,2,30,1,15,14,16,"pass"
"214","GP","F","U","LE3","T","no","yes","no","no","yes","yes","yes","no","no","no","no","no","yes","yes","no","no","no","no","no","no","no","yes","yes","no","no",16,4,4,1,2,4,5,2,1,2,3,0,0,10,11,11,"pass"
"215","GP","F","U","GT3","T","no","yes","no","yes","yes","yes","yes","no","no","yes","no","no","no","no","yes","no","no","no","no","no","yes","no","yes","no","no",16,4,3,1,2,4,3,5,1,5,2,2,0,14,14,15,"pass"
"216","GP","F","U","GT3","T","yes","yes","no","yes","yes","yes","no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","yes","yes","no","no",16,2,3,1,2,4,4,3,1,3,4,4,0,12,11,12,"pass"
"217","GP","F","U","GT3","T","no","yes","no","no","no","yes","no","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no",17,1,1,1,2,4,4,4,1,3,1,0,0,15,14,15,"pass"
"218","GP","F","R","GT3","T","no","yes","no","no","yes","yes","yes","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","yes","yes","no","no",17,2,2,1,1,5,3,2,1,2,3,21,0,13,13,13,"pass"
"219","GP","F","R","GT3","T","no","yes","no","yes","no","yes","yes","no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","yes","yes","no","no",16,2,2,2,4,5,3,5,1,1,5,6,0,13,13,13,"pass"
"220","GP","F","U","GT3","T","no","yes","yes","no","yes","yes","yes","yes","yes","no","no","no","no","no","no","yes","no","no","no","no","yes","no","yes","no","no",17,3,4,1,3,4,4,3,3,4,5,14,1,9,8,8,"fail"
"221","GP","F","U","GT3","A","no","yes","no","no","yes","yes","yes","no","no","no","no","yes","no","no","yes","no","no","no","yes","no","no","no","yes","no","no",16,3,1,1,2,2,3,3,2,2,4,2,0,11,11,12,"pass"
"222","GP","F","U","GT3","T","no","no","no","yes","yes","yes","yes","yes","no","no","no","no","yes","no","yes","no","no","no","no","yes","no","no","yes","no","no",16,4,3,1,2,1,3,2,1,1,1,4,0,15,14,15,"pass"
"223","GP","F","U","GT3","T","no","yes","no","no","yes","yes","no","no","yes","no","no","no","no","no","yes","no","no","no","no","no","yes","no","yes","no","no",16,1,1,2,1,4,3,2,1,4,5,2,0,13,12,13,"pass"
"224","GP","F","R","GT3","T","no","yes","no","yes","yes","yes","yes","yes","no","no","no","no","yes","no","yes","no","no","no","no","no","no","yes","yes","no","no",17,4,3,2,3,4,4,2,1,1,4,0,0,12,11,12,"pass"
"225","GP","F","U","GT3","T","no","yes","no","yes","yes","yes","yes","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","yes","no","no","yes",19,3,3,1,4,4,3,3,1,2,3,4,0,12,12,12,"pass"
"226","GP","M","U","LE3","T","no","yes","no","no","yes","yes","yes","yes","no","no","no","yes","no","no","yes","no","no","no","no","no","yes","no","yes","no","no",17,4,4,1,2,5,3,5,4,5,3,15,0,12,13,12,"pass"
"227","GP","F","U","GT3","A","yes","yes","no","no","yes","yes","yes","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","yes","yes","no","no",16,2,2,1,2,3,3,4,1,1,4,0,0,13,13,13,"pass"
"228","GP","M","U","GT3","T","no","yes","no","yes","yes","yes","yes","no","no","no","no","yes","no","no","yes","no","no","no","no","no","yes","no","yes","no","no",18,2,2,1,2,4,4,4,2,4,5,10,0,11,12,11,"pass"
"229","GP","F","R","LE3","T","no","yes","no","no","yes","yes","no","no","no","no","no","yes","no","no","yes","no","no","no","no","yes","no","no","yes","no","no",17,4,4,1,1,5,2,1,1,2,3,6,0,11,12,11,"pass"
"230","GP","F","U","LE3","T","no","no","no","no","yes","yes","yes","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","yes","yes","no","no",17,3,2,2,2,4,4,4,1,3,1,2,0,16,14,15,"pass"
"231","GP","F","U","GT3","T","no","no","no","no","yes","yes","yes","yes","no","no","yes","no","no","no","yes","no","no","no","no","no","no","yes","yes","no","no",17,4,3,1,2,3,4,5,2,4,1,16,0,9,11,10,"pass"
"232","GP","M","U","LE3","T","no","yes","no","no","yes","yes","yes","no","no","no","no","yes","no","no","no","no","yes","no","no","no","yes","no","no","yes","no",18,3,3,1,2,3,2,4,2,4,4,10,0,10,10,10,"pass"
"233","GP","F","U","GT3","T","no","yes","no","no","yes","yes","no","no","yes","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no","yes","no",17,2,3,2,1,3,3,3,1,4,3,4,0,13,12,13,"pass"
"234","GP","F","U","GT3","T","no","yes","no","yes","yes","yes","yes","no","yes","no","no","no","no","no","no","no","no","yes","yes","no","no","no","yes","no","no",17,2,2,1,3,4,3,3,1,1,4,0,0,12,12,13,"pass"
"235","GP","F","R","GT3","T","no","yes","no","yes","yes","yes","yes","no","yes","no","no","no","no","no","no","yes","no","no","no","no","no","yes","yes","no","no",17,2,1,2,2,4,2,5,1,2,5,0,0,10,11,11,"pass"
"236","GP","F","U","GT3","T","no","yes","no","yes","yes","yes","no","yes","yes","no","no","no","no","no","yes","no","no","no","no","no","no","yes","yes","no","no",17,1,1,1,3,4,3,4,1,1,5,12,0,12,12,12,"pass"
"237","GP","F","U","GT3","T","yes","no","no","no","yes","yes","yes","no","no","no","no","yes","no","yes","no","no","no","no","no","yes","no","no","yes","no","no",16,2,3,1,2,2,3,1,1,1,3,0,0,13,13,14,"pass"
"238","GP","M","U","GT3","T","no","yes","yes","no","yes","yes","yes","no","no","no","yes","no","no","no","yes","no","no","no","no","no","yes","no","yes","no","no",18,2,2,2,2,3,3,3,5,5,4,9,3,9,10,10,"pass"
"239","GP","F","U","GT3","T","no","yes","no","yes","no","yes","yes","no","no","no","no","no","yes","no","no","yes","no","no","no","no","yes","no","yes","no","no",16,4,4,1,3,5,3,2,1,1,5,4,0,16,15,16,"pass"
"240","GP","F","R","GT3","T","no","no","no","yes","yes","yes","yes","yes","no","no","yes","no","no","no","yes","no","no","no","no","no","no","yes","yes","no","no",18,3,1,1,2,5,3,3,1,1,4,4,0,8,8,8,"fail"
"241","GP","F","U","GT3","T","no","no","no","yes","no","yes","yes","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no",17,3,2,1,2,5,3,4,1,3,3,2,0,18,17,17,"pass"
"242","GP","M","U","LE3","T","no","yes","no","no","no","yes","yes","no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","yes","no","yes","no",17,2,3,1,2,5,3,3,1,3,3,0,0,11,10,11,"pass"
"243","GP","M","U","LE3","T","yes","yes","no","yes","yes","yes","yes","yes","yes","no","no","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no",18,2,1,4,2,4,3,2,4,5,3,2,0,10,9,11,"pass"
"244","GP","F","U","GT3","A","no","no","no","yes","yes","yes","yes","yes","no","no","yes","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no",17,2,1,2,3,3,2,3,1,2,3,0,0,15,15,16,"pass"
